"agency_cd.x","site_no.x","Date","X_00060_00003.x","X_00060_00003_cd.x","agency_cd.y","site_no.y","X_00060_00003.y","X_00060_00003_cd.y"
"USGS","02086849",2011-01-15,15,"A","USGS","0208675010",0.61,"A"
"USGS","02086849",2011-01-16,14.9,"A","USGS","0208675010",0.59,"A"
"USGS","02086849",2011-01-17,15.2,"A","USGS","0208675010",0.62,"A"
"USGS","02086849",2011-01-18,19.7,"A","USGS","0208675010",1.9,"A"
"USGS","02086849",2011-01-19,17.5,"A","USGS","0208675010",0.98,"A"
"USGS","02086849",2011-01-20,16.1,"A","USGS","0208675010",0.65,"A"
"USGS","02086849",2011-01-21,15.7,"A","USGS","0208675010",0.77,"A"
"USGS","02086849",2011-01-22,15.5,"A","USGS","0208675010",0.91,"A"
"USGS","02086849",2011-01-23,15.3,"A","USGS","0208675010",0.79,"A"
"USGS","02086849",2011-01-24,15.3,"A","USGS","0208675010",0.74,"A"
"USGS","02086849",2011-01-25,15.1,"A","USGS","0208675010",0.53,"A"
"USGS","02086849",2011-01-26,79.5,"A","USGS","0208675010",17.3,"A"
"USGS","02086849",2011-01-27,25.5,"A","USGS","0208675010",4.62,"A"
"USGS","02086849",2011-01-28,20.6,"A","USGS","0208675010",2.18,"A"
"USGS","02086849",2011-01-29,19.3,"A","USGS","0208675010",1.56,"A"
"USGS","02086849",2011-01-30,18.2,"A","USGS","0208675010",1.21,"A"
"USGS","02086849",2011-01-31,21.1,"A","USGS","0208675010",0.76,"A"
"USGS","02086849",2011-02-01,14.8,"A","USGS","0208675010",0.68,"A"
"USGS","02086849",2011-02-02,25.2,"A","USGS","0208675010",3.07,"A"
"USGS","02086849",2011-02-03,17,"A","USGS","0208675010",1.51,"A"
"USGS","02086849",2011-02-04,34.8,"A","USGS","0208675010",7.07,"A"
"USGS","02086849",2011-02-05,236,"A","USGS","0208675010",68.2,"A"
"USGS","02086849",2011-02-06,47,"A","USGS","0208675010",7.45,"A"
"USGS","02086849",2011-02-07,28.8,"A","USGS","0208675010",3.48,"A"
"USGS","02086849",2011-02-08,25.1,"A","USGS","0208675010",2.44,"A"
"USGS","02086849",2011-02-09,18.4,"A","USGS","0208675010",1.7,"A"
"USGS","02086849",2011-02-10,18.2,"A","USGS","0208675010",1.15,"A"
"USGS","02086849",2011-02-11,17.7,"A","USGS","0208675010",0.85,"A"
"USGS","02086849",2011-02-12,16.6,"A","USGS","0208675010",0.73,"A"
"USGS","02086849",2011-02-13,15.8,"A","USGS","0208675010",0.61,"A"
"USGS","02086849",2011-02-14,17.1,"A","USGS","0208675010",0.58,"A"
"USGS","02086849",2011-02-15,15.4,"A","USGS","0208675010",0.84,"A"
"USGS","02086849",2011-02-16,14.7,"A","USGS","0208675010",0.66,"A"
"USGS","02086849",2011-02-17,16.1,"A","USGS","0208675010",0.59,"A"
"USGS","02086849",2011-02-18,16.1,"A","USGS","0208675010",0.59,"A"
"USGS","02086849",2011-02-19,16,"A","USGS","0208675010",0.54,"A"
"USGS","02086849",2011-02-20,15.2,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2011-02-21,14.9,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2011-02-22,13.8,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2011-02-23,14,"A","USGS","0208675010",0.58,"A"
"USGS","02086849",2011-02-24,15.5,"A","USGS","0208675010",0.67,"A"
"USGS","02086849",2011-02-25,17.9,"A","USGS","0208675010",1.29,"A"
"USGS","02086849",2011-02-26,15.6,"A","USGS","0208675010",0.67,"A"
"USGS","02086849",2011-02-27,14.4,"A","USGS","0208675010",0.55,"A"
"USGS","02086849",2011-02-28,53.6,"A","USGS","0208675010",16.4,"A"
"USGS","02086849",2011-03-01,75.5,"A","USGS","0208675010",9.82,"A"
"USGS","02086849",2011-03-02,22.2,"A","USGS","0208675010",2.34,"A"
"USGS","02086849",2011-03-03,17.2,"A","USGS","0208675010",1.42,"A"
"USGS","02086849",2011-03-04,15.9,"A","USGS","0208675010",0.95,"A"
"USGS","02086849",2011-03-05,14.6,"A","USGS","0208675010",0.76,"A"
"USGS","02086849",2011-03-06,43.8,"A","USGS","0208675010",10.8,"A"
"USGS","02086849",2011-03-07,37.1,"A","USGS","0208675010",6.64,"A"
"USGS","02086849",2011-03-08,20,"A","USGS","0208675010",2.03,"A"
"USGS","02086849",2011-03-09,16.7,"A","USGS","0208675010",2.44,"A"
"USGS","02086849",2011-03-10,101,"A","USGS","0208675010",15.7,"A"
"USGS","02086849",2011-03-11,49.1,"A","USGS","0208675010",4.32,"A"
"USGS","02086849",2011-03-12,25.8,"A","USGS","0208675010",1.58,"A"
"USGS","02086849",2011-03-13,21.1,"A","USGS","0208675010",1.03,"A"
"USGS","02086849",2011-03-14,20.4,"A","USGS","0208675010",0.73,"A"
"USGS","02086849",2011-03-15,18,"A","USGS","0208675010",0.28,"A"
"USGS","02086849",2011-03-16,33.9,"A","USGS","0208675010",4.43,"A"
"USGS","02086849",2011-03-17,20,"A","USGS","0208675010",1.17,"A"
"USGS","02086849",2011-03-18,18.2,"A","USGS","0208675010",0.78,"A"
"USGS","02086849",2011-03-19,17.5,"A","USGS","0208675010",0.72,"A"
"USGS","02086849",2011-03-20,16.9,"A","USGS","0208675010",0.58,"A"
"USGS","02086849",2011-03-21,16.8,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2011-03-22,19.7,"A","USGS","0208675010",0.9,"A"
"USGS","02086849",2011-03-23,15.1,"A","USGS","0208675010",1.68,"A"
"USGS","02086849",2011-03-24,139,"A","USGS","0208675010",23.5,"A"
"USGS","02086849",2011-03-25,27.8,"A","USGS","0208675010",2.71,"A"
"USGS","02086849",2011-03-26,20.1,"A","USGS","0208675010",2.66,"A"
"USGS","02086849",2011-03-27,73.7,"A","USGS","0208675010",14.1,"A"
"USGS","02086849",2011-03-28,30.2,"A","USGS","0208675010",3.88,"A"
"USGS","02086849",2011-03-29,25.5,"A","USGS","0208675010",2.12,"A"
"USGS","02086849",2011-03-30,220,"A","USGS","0208675010",35.2,"A"
"USGS","02086849",2011-03-31,73.4,"A","USGS","0208675010",8.96,"A"
"USGS","02086849",2011-04-01,38.4,"A","USGS","0208675010",4.06,"A"
"USGS","02086849",2011-04-02,29.5,"A","USGS","0208675010",2.29,"A"
"USGS","02086849",2011-04-03,25.5,"A","USGS","0208675010",1.43,"A"
"USGS","02086849",2011-04-04,23.1,"A","USGS","0208675010",1.28,"A"
"USGS","02086849",2011-04-05,49.7,"A","USGS","0208675010",8,"A"
"USGS","02086849",2011-04-06,24,"A","USGS","0208675010",2.03,"A"
"USGS","02086849",2011-04-07,20.6,"A","USGS","0208675010",1.03,"A"
"USGS","02086849",2011-04-08,19.9,"A","USGS","0208675010",0.82,"A"
"USGS","02086849",2011-04-09,40.2,"A","USGS","0208675010",10.4,"A"
"USGS","02086849",2011-04-10,102,"A","USGS","0208675010",13.6,"A"
"USGS","02086849",2011-04-11,32.1,"A","USGS","0208675010",2.51,"A"
"USGS","02086849",2011-04-12,24.8,"A","USGS","0208675010",1.76,"A"
"USGS","02086849",2011-04-13,23.8,"A","USGS","0208675010",1.82,"A"
"USGS","02086849",2011-04-14,21.5,"A","USGS","0208675010",1.03,"A"
"USGS","02086849",2011-04-15,21.5,"A","USGS","0208675010",0.84,"A"
"USGS","02086849",2011-04-16,119,"A","USGS","0208675010",35.1,"A"
"USGS","02086849",2011-04-17,61.4,"A","USGS","0208675010",7.64,"A"
"USGS","02086849",2011-04-18,26.5,"A","USGS","0208675010",2.12,"A"
"USGS","02086849",2011-04-19,23.6,"A","USGS","0208675010",1.23,"A"
"USGS","02086849",2011-04-20,23,"A","USGS","0208675010",0.88,"A"
"USGS","02086849",2011-04-21,19.6,"A","USGS","0208675010",0.73,"A"
"USGS","02086849",2011-04-22,29,"A","USGS","0208675010",4.92,"A"
"USGS","02086849",2011-04-23,35.7,"A","USGS","0208675010",4.08,"A"
"USGS","02086849",2011-04-24,22.7,"A","USGS","0208675010",1.31,"A"
"USGS","02086849",2011-04-25,21.5,"A","USGS","0208675010",0.82,"A"
"USGS","02086849",2011-04-26,19.9,"A","USGS","0208675010",0.98,"A"
"USGS","02086849",2011-04-27,20.1,"A","USGS","0208675010",2.99,"A"
"USGS","02086849",2011-04-28,24.2,"A","USGS","0208675010",3.49,"A"
"USGS","02086849",2011-04-29,18.7,"A","USGS","0208675010",1.12,"A"
"USGS","02086849",2011-04-30,17.6,"A","USGS","0208675010",0.61,"A"
"USGS","02086849",2011-05-01,17.1,"A","USGS","0208675010",0.52,"A"
"USGS","02086849",2011-05-02,14.8,"A","USGS","0208675010",0.42,"A"
"USGS","02086849",2011-05-03,17.6,"A","USGS","0208675010",0.41,"A"
"USGS","02086849",2011-05-04,149,"A","USGS","0208675010",31.6,"A"
"USGS","02086849",2011-05-05,29.1,"A","USGS","0208675010",2.76,"A"
"USGS","02086849",2011-05-06,28.9,"A","USGS","0208675010",3.33,"A"
"USGS","02086849",2011-05-07,36.7,"A","USGS","0208675010",2.84,"A"
"USGS","02086849",2011-05-08,24.6,"A","USGS","0208675010",2.44,"A"
"USGS","02086849",2011-05-09,18.9,"A","USGS","0208675010",1.08,"A"
"USGS","02086849",2011-05-10,13.6,"A","USGS","0208675010",0.81,"A"
"USGS","02086849",2011-05-11,27.6,"A","USGS","0208675010",2.45,"A"
"USGS","02086849",2011-05-12,24.9,"A","USGS","0208675010",4.18,"A"
"USGS","02086849",2011-05-13,32.4,"A","USGS","0208675010",4.3,"A"
"USGS","02086849",2011-05-14,198,"A","USGS","0208675010",22.6,"A"
"USGS","02086849",2011-05-15,78.4,"A","USGS","0208675010",5.24,"A"
"USGS","02086849",2011-05-16,30.7,"A","USGS","0208675010",1.99,"A"
"USGS","02086849",2011-05-17,24.5,"A","USGS","0208675010",1.93,"A"
"USGS","02086849",2011-05-18,32.7,"A","USGS","0208675010",3.07,"A"
"USGS","02086849",2011-05-19,20.5,"A","USGS","0208675010",0.87,"A"
"USGS","02086849",2011-05-20,19.2,"A","USGS","0208675010",0.67,"A"
"USGS","02086849",2011-05-21,19.5,"A","USGS","0208675010",0.54,"A"
"USGS","02086849",2011-05-22,18.7,"A","USGS","0208675010",1.2,"A"
"USGS","02086849",2011-05-23,18.9,"A","USGS","0208675010",1.37,"A"
"USGS","02086849",2011-05-24,12,"A","USGS","0208675010",0.59,"A"
"USGS","02086849",2011-05-25,17.1,"A","USGS","0208675010",0.48,"A"
"USGS","02086849",2011-05-26,15.9,"A","USGS","0208675010",0.45,"A"
"USGS","02086849",2011-05-27,529,"A","USGS","0208675010",135,"A e"
"USGS","02086849",2011-05-28,136,"A","USGS","0208675010",19.5,"A"
"USGS","02086849",2011-05-29,34.1,"A","USGS","0208675010",3.01,"A"
"USGS","02086849",2011-05-30,24.1,"A","USGS","0208675010",1.49,"A"
"USGS","02086849",2011-05-31,18.5,"A","USGS","0208675010",1.12,"A"
"USGS","02086849",2011-06-01,18,"A","USGS","0208675010",0.73,"A"
"USGS","02086849",2011-06-02,14.5,"A","USGS","0208675010",0.71,"A"
"USGS","02086849",2011-06-03,16,"A","USGS","0208675010",0.38,"A"
"USGS","02086849",2011-06-04,15.2,"A","USGS","0208675010",0.3,"A"
"USGS","02086849",2011-06-05,14.9,"A","USGS","0208675010",0.27,"A"
"USGS","02086849",2011-06-06,13.9,"A","USGS","0208675010",0.24,"A"
"USGS","02086849",2011-06-07,13.4,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2011-06-08,13.2,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2011-06-09,12.8,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2011-06-10,19.5,"A","USGS","0208675010",0.3,"A"
"USGS","02086849",2011-06-11,47.8,"A","USGS","0208675010",6.25,"A"
"USGS","02086849",2011-06-12,42.7,"A","USGS","0208675010",3.71,"A"
"USGS","02086849",2011-06-13,26.8,"A","USGS","0208675010",1.67,"A"
"USGS","02086849",2011-06-14,14.2,"A","USGS","0208675010",0.38,"A"
"USGS","02086849",2011-06-15,14.5,"A","USGS","0208675010",0.38,"A"
"USGS","02086849",2011-06-16,12.5,"A","USGS","0208675010",0.27,"A"
"USGS","02086849",2011-06-17,12.4,"A","USGS","0208675010",0.46,"A"
"USGS","02086849",2011-06-18,12.3,"A","USGS","0208675010",0.42,"A"
"USGS","02086849",2011-06-19,12,"A","USGS","0208675010",0.34,"A"
"USGS","02086849",2011-06-20,12.5,"A","USGS","0208675010",0.44,"A"
"USGS","02086849",2011-06-21,12.5,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2011-06-22,12.7,"A","USGS","0208675010",0.36,"A"
"USGS","02086849",2011-06-23,14,"A","USGS","0208675010",0.61,"A"
"USGS","02086849",2011-06-24,14.8,"A","USGS","0208675010",0.39,"A"
"USGS","02086849",2011-06-25,11.6,"A","USGS","0208675010",0.17,"A"
"USGS","02086849",2011-06-26,11.3,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2011-06-27,12.7,"A","USGS","0208675010",0.19,"A"
"USGS","02086849",2011-06-28,47.3,"A","USGS","0208675010",8.96,"A"
"USGS","02086849",2011-06-29,68.1,"A","USGS","0208675010",10.1,"A"
"USGS","02086849",2011-06-30,16.8,"A","USGS","0208675010",0.89,"A"
"USGS","02086849",2011-07-01,18.5,"A","USGS","0208675010",0.44,"A"
"USGS","02086849",2011-07-02,16.6,"A","USGS","0208675010",0.28,"A"
"USGS","02086849",2011-07-03,15.4,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2011-07-04,167,"A","USGS","0208675010",80,"A e"
"USGS","02086849",2011-07-05,86.1,"A","USGS","0208675010",12.5,"A"
"USGS","02086849",2011-07-06,36.1,"A","USGS","0208675010",2.93,"A"
"USGS","02086849",2011-07-07,24.2,"A","USGS","0208675010",2.31,"A"
"USGS","02086849",2011-07-08,222,"A","USGS","0208675010",55,"A e"
"USGS","02086849",2011-07-09,105,"A","USGS","0208675010",23.5,"A"
"USGS","02086849",2011-07-10,21.9,"A","USGS","0208675010",2.52,"A"
"USGS","02086849",2011-07-11,15.8,"A","USGS","0208675010",1.1,"A"
"USGS","02086849",2011-07-12,13.9,"A","USGS","0208675010",1.33,"A"
"USGS","02086849",2011-07-13,14.1,"A","USGS","0208675010",0.73,"A"
"USGS","02086849",2011-07-14,12.9,"A","USGS","0208675010",0.36,"A"
"USGS","02086849",2011-07-15,12.2,"A","USGS","0208675010",0.23,"A"
"USGS","02086849",2011-07-16,12.3,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2011-07-17,12.2,"A","USGS","0208675010",0.22,"A"
"USGS","02086849",2011-07-18,12.3,"A","USGS","0208675010",0.19,"A"
"USGS","02086849",2011-07-19,12.5,"A","USGS","0208675010",0.15,"A"
"USGS","02086849",2011-07-20,9.43,"A","USGS","0208675010",0.09,"A"
"USGS","02086849",2011-07-21,13.5,"A","USGS","0208675010",0.08,"A"
"USGS","02086849",2011-07-22,12,"A","USGS","0208675010",0.12,"A"
"USGS","02086849",2011-07-23,12.7,"A","USGS","0208675010",0.07,"A"
"USGS","02086849",2011-07-24,11.5,"A","USGS","0208675010",0.05,"A"
"USGS","02086849",2011-07-25,11.8,"A","USGS","0208675010",0.17,"A"
"USGS","02086849",2011-07-26,11.4,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2011-07-27,10.2,"A","USGS","0208675010",0.07,"A"
"USGS","02086849",2011-07-28,11.1,"A","USGS","0208675010",0.08,"A"
"USGS","02086849",2011-07-29,11.1,"A","USGS","0208675010",0.05,"A"
"USGS","02086849",2011-07-30,26.2,"A","USGS","0208675010",0.08,"A"
"USGS","02086849",2011-07-31,48,"A","USGS","0208675010",1.33,"A"
"USGS","02086849",2011-08-01,13.7,"A","USGS","0208675010",0.26,"A"
"USGS","02086849",2011-08-02,11.9,"A","USGS","0208675010",0.09,"A"
"USGS","02086849",2011-08-03,10.6,"A","USGS","0208675010",0.04,"A"
"USGS","02086849",2011-08-04,12,"A","USGS","0208675010",0.04,"A"
"USGS","02086849",2011-08-05,11.5,"A","USGS","0208675010",0.02,"A"
"USGS","02086849",2011-08-06,68.1,"A","USGS","0208675010",8.18,"A"
"USGS","02086849",2011-08-07,16.3,"A","USGS","0208675010",0.64,"A"
"USGS","02086849",2011-08-08,8.03,"A","USGS","0208675010",0.44,"A"
"USGS","02086849",2011-08-09,13.4,"A","USGS","0208675010",0.36,"A"
"USGS","02086849",2011-08-10,13.2,"A","USGS","0208675010",0.24,"A"
"USGS","02086849",2011-08-11,12.1,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2011-08-12,10.8,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2011-08-13,45.6,"A","USGS","0208675010",7.94,"A"
"USGS","02086849",2011-08-14,16.6,"A","USGS","0208675010",1.39,"A"
"USGS","02086849",2011-08-15,13.3,"A","USGS","0208675010",0.41,"A"
"USGS","02086849",2011-08-16,12.6,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2011-08-17,11.5,"A","USGS","0208675010",0.09,"A"
"USGS","02086849",2011-08-18,11.3,"A","USGS","0208675010",0.14,"A"
"USGS","02086849",2011-08-19,9.03,"A","USGS","0208675010",0.19,"A"
"USGS","02086849",2011-08-20,11,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2011-08-21,11.5,"A","USGS","0208675010",2.42,"A"
"USGS","02086849",2011-08-22,22.9,"A","USGS","0208675010",2.37,"A"
"USGS","02086849",2011-08-23,12.1,"A","USGS","0208675010",0.54,"A"
"USGS","02086849",2011-08-24,11.9,"A","USGS","0208675010",0.24,"A"
"USGS","02086849",2011-08-25,11.8,"A","USGS","0208675010",0.1,"A"
"USGS","02086849",2011-08-26,11.4,"A","USGS","0208675010",0.19,"A"
"USGS","02086849",2011-08-27,22.1,"A","USGS","0208675010",2.49,"A"
"USGS","02086849",2011-08-28,16.5,"A","USGS","0208675010",0.97,"A"
"USGS","02086849",2011-08-29,14.6,"A","USGS","0208675010",0.57,"A"
"USGS","02086849",2011-08-30,22.1,"A","USGS","0208675010",3.61,"A"
"USGS","02086849",2011-08-31,8.24,"A","USGS","0208675010",0.48,"A"
"USGS","02086849",2011-09-01,13.2,"A","USGS","0208675010",0.19,"A"
"USGS","02086849",2011-09-02,12.7,"A","USGS","0208675010",0.1,"A"
"USGS","02086849",2011-09-03,12.4,"A","USGS","0208675010",0.33,"A"
"USGS","02086849",2011-09-04,11.8,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2011-09-05,10.7,"A","USGS","0208675010",0.1,"A"
"USGS","02086849",2011-09-06,177,"A","USGS","0208675010",80,"A e"
"USGS","02086849",2011-09-07,390,"A","USGS","0208675010",60,"A e"
"USGS","02086849",2011-09-08,20.6,"A","USGS","0208675010",2.27,"A"
"USGS","02086849",2011-09-09,14.5,"A","USGS","0208675010",0.8,"A"
"USGS","02086849",2011-09-10,14.7,"A","USGS","0208675010",0.44,"A"
"USGS","02086849",2011-09-11,14,"A","USGS","0208675010",0.34,"A"
"USGS","02086849",2011-09-12,7.52,"A","USGS","0208675010",0.24,"A"
"USGS","02086849",2011-09-13,11.7,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2011-09-14,12.2,"A","USGS","0208675010",0.11,"A"
"USGS","02086849",2011-09-15,11.2,"A","USGS","0208675010",0.08,"A"
"USGS","02086849",2011-09-16,13.8,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2011-09-17,14.4,"A","USGS","0208675010",0.36,"A"
"USGS","02086849",2011-09-18,12.9,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2011-09-19,11.9,"A","USGS","0208675010",0.12,"A"
"USGS","02086849",2011-09-20,11.9,"A","USGS","0208675010",0.08,"A"
"USGS","02086849",2011-09-21,43.4,"A","USGS","0208675010",7.02,"A"
"USGS","02086849",2011-09-22,62.8,"A","USGS","0208675010",5.18,"A"
"USGS","02086849",2011-09-23,98.8,"A","USGS","0208675010",15.6,"A"
"USGS","02086849",2011-09-24,33.1,"A","USGS","0208675010",3.96,"A"
"USGS","02086849",2011-09-25,18.9,"A","USGS","0208675010",1.25,"A"
"USGS","02086849",2011-09-26,14.6,"A","USGS","0208675010",0.52,"A"
"USGS","02086849",2011-09-27,13,"A","USGS","0208675010",0.31,"A"
"USGS","02086849",2011-09-28,30,"A","USGS","0208675010",4.71,"A"
"USGS","02086849",2011-09-29,14.6,"A","USGS","0208675010",0.57,"A"
"USGS","02086849",2011-09-30,13.6,"A","USGS","0208675010",0.21,"A"
"USGS","02086849",2011-10-01,14.3,"A","USGS","0208675010",0.13,"A"
"USGS","02086849",2011-10-02,12.3,"A","USGS","0208675010",0.09,"A"
"USGS","02086849",2011-10-03,12.6,"A","USGS","0208675010",0.07,"A"
"USGS","02086849",2011-10-04,12.2,"A","USGS","0208675010",0.07,"A"
"USGS","02086849",2011-10-05,11.8,"A","USGS","0208675010",0.1,"A"
"USGS","02086849",2011-10-06,12,"A","USGS","0208675010",0.07,"A"
"USGS","02086849",2011-10-07,12.6,"A","USGS","0208675010",0.12,"A"
"USGS","02086849",2011-10-08,11.9,"A","USGS","0208675010",0.13,"A"
"USGS","02086849",2011-10-09,12.3,"A","USGS","0208675010",0.15,"A"
"USGS","02086849",2011-10-10,14.3,"A","USGS","0208675010",0.13,"A"
"USGS","02086849",2011-10-11,11.5,"A","USGS","0208675010",0.26,"A"
"USGS","02086849",2011-10-12,17.2,"A","USGS","0208675010",2.15,"A"
"USGS","02086849",2011-10-13,14.8,"A","USGS","0208675010",0.52,"A"
"USGS","02086849",2011-10-14,13.5,"A","USGS","0208675010",0.37,"A"
"USGS","02086849",2011-10-15,13.5,"A","USGS","0208675010",0.28,"A"
"USGS","02086849",2011-10-16,13.3,"A","USGS","0208675010",0.13,"A"
"USGS","02086849",2011-10-17,14.3,"A","USGS","0208675010",0.12,"A"
"USGS","02086849",2011-10-18,13.3,"A","USGS","0208675010",0.42,"A"
"USGS","02086849",2011-10-19,201,"A","USGS","0208675010",37.7,"A"
"USGS","02086849",2011-10-20,31.3,"A","USGS","0208675010",3.48,"A"
"USGS","02086849",2011-10-21,19.7,"A","USGS","0208675010",1.01,"A"
"USGS","02086849",2011-10-22,15.3,"A","USGS","0208675010",0.65,"A"
"USGS","02086849",2011-10-23,13.9,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2011-10-24,13.8,"A","USGS","0208675010",0.38,"A"
"USGS","02086849",2011-10-25,13.2,"A","USGS","0208675010",0.37,"A"
"USGS","02086849",2011-10-26,14.1,"A","USGS","0208675010",0.42,"A"
"USGS","02086849",2011-10-27,15.5,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2011-10-28,14.6,"A","USGS","0208675010",0.32,"A"
"USGS","02086849",2011-10-29,97.6,"A","USGS","0208675010",12.1,"A"
"USGS","02086849",2011-10-30,22.3,"A","USGS","0208675010",1.99,"A"
"USGS","02086849",2011-10-31,17.2,"A","USGS","0208675010",1.39,"A"
"USGS","02086849",2011-11-01,20.8,"A","USGS","0208675010",1.22,"A"
"USGS","02086849",2011-11-02,15.3,"A","USGS","0208675010",0.61,"A"
"USGS","02086849",2011-11-03,13.2,"A","USGS","0208675010",0.42,"A"
"USGS","02086849",2011-11-04,355,"A","USGS","0208675010",72.1,"A"
"USGS","02086849",2011-11-05,38.4,"A","USGS","0208675010",4.43,"A"
"USGS","02086849",2011-11-06,21.8,"A","USGS","0208675010",1.78,"A"
"USGS","02086849",2011-11-07,18.2,"A","USGS","0208675010",1.06,"A"
"USGS","02086849",2011-11-08,17.9,"A","USGS","0208675010",0.95,"A"
"USGS","02086849",2011-11-09,16.7,"A","USGS","0208675010",0.73,"A"
"USGS","02086849",2011-11-10,15.3,"A","USGS","0208675010",0.61,"A"
"USGS","02086849",2011-11-11,16.3,"A","USGS","0208675010",0.98,"A"
"USGS","02086849",2011-11-12,16.6,"A","USGS","0208675010",1.03,"A"
"USGS","02086849",2011-11-13,15.7,"A","USGS","0208675010",1.01,"A"
"USGS","02086849",2011-11-14,16.5,"A","USGS","0208675010",0.94,"A"
"USGS","02086849",2011-11-15,15.6,"A","USGS","0208675010",0.92,"A"
"USGS","02086849",2011-11-16,16.9,"A","USGS","0208675010",1.15,"A"
"USGS","02086849",2011-11-17,64.6,"A","USGS","0208675010",10.9,"A"
"USGS","02086849",2011-11-18,22.7,"A","USGS","0208675010",2.64,"A"
"USGS","02086849",2011-11-19,16.8,"A","USGS","0208675010",1.41,"A"
"USGS","02086849",2011-11-20,16.1,"A","USGS","0208675010",1.18,"A"
"USGS","02086849",2011-11-21,15.4,"A","USGS","0208675010",1.08,"A"
"USGS","02086849",2011-11-22,15.2,"A","USGS","0208675010",1.13,"A"
"USGS","02086849",2011-11-23,40.5,"A","USGS","0208675010",5.85,"A"
"USGS","02086849",2011-11-24,17.6,"A","USGS","0208675010",1.67,"A"
"USGS","02086849",2011-11-25,14,"A","USGS","0208675010",1.35,"A"
"USGS","02086849",2011-11-26,14,"A","USGS","0208675010",1.13,"A"
"USGS","02086849",2011-11-27,14.8,"A","USGS","0208675010",0.98,"A"
"USGS","02086849",2011-11-28,14.7,"A","USGS","0208675010",0.98,"A"
"USGS","02086849",2011-11-29,193,"A","USGS","0208675010",38,"A"
"USGS","02086849",2011-11-30,36.7,"A","USGS","0208675010",3.64,"A"
"USGS","02086849",2011-12-01,23.4,"A","USGS","0208675010",1.29,"A"
"USGS","02086849",2011-12-02,17.6,"A","USGS","0208675010",1.21,"A"
"USGS","02086849",2011-12-03,16.8,"A","USGS","0208675010",1.65,"A"
"USGS","02086849",2011-12-04,16.2,"A","USGS","0208675010",1.53,"A"
"USGS","02086849",2011-12-05,16.3,"A","USGS","0208675010",1.43,"A"
"USGS","02086849",2011-12-06,16.3,"A","USGS","0208675010",1.35,"A"
"USGS","02086849",2011-12-07,57,"A","USGS","0208675010",11.8,"A"
"USGS","02086849",2011-12-08,49.9,"A","USGS","0208675010",6.13,"A"
"USGS","02086849",2011-12-09,20.8,"A","USGS","0208675010",1.77,"A"
"USGS","02086849",2011-12-10,17.4,"A","USGS","0208675010",1.07,"A"
"USGS","02086849",2011-12-11,15.6,"A","USGS","0208675010",0.67,"A"
"USGS","02086849",2011-12-12,14.8,"A","USGS","0208675010",0.5,"A"
"USGS","02086849",2011-12-13,14.4,"A","USGS","0208675010",1.4,"A"
"USGS","02086849",2011-12-14,16.1,"A","USGS","0208675010",1.36,"A"
"USGS","02086849",2011-12-15,15.1,"A","USGS","0208675010",0.99,"A"
"USGS","02086849",2011-12-16,19.1,"A","USGS","0208675010",5.93,"A"
"USGS","02086849",2011-12-17,98.7,"A","USGS","0208675010",16.5,"A"
"USGS","02086849",2011-12-18,23.6,"A","USGS","0208675010",2.58,"A"
"USGS","02086849",2011-12-19,18.7,"A","USGS","0208675010",1.6,"A"
"USGS","02086849",2011-12-20,17.6,"A","USGS","0208675010",1.5,"A"
"USGS","02086849",2011-12-21,89.6,"A","USGS","0208675010",25.1,"A"
"USGS","02086849",2011-12-22,68.5,"A","USGS","0208675010",11.3,"A"
"USGS","02086849",2011-12-23,40.8,"A","USGS","0208675010",5.93,"A"
"USGS","02086849",2011-12-24,23.9,"A","USGS","0208675010",2.5,"A"
"USGS","02086849",2011-12-25,19,"A","USGS","0208675010",1.85,"A"
"USGS","02086849",2011-12-26,17.8,"A","USGS","0208675010",1.48,"A"
"USGS","02086849",2011-12-27,56.6,"A","USGS","0208675010",8.13,"A"
"USGS","02086849",2011-12-28,31.8,"A","USGS","0208675010",3.63,"A"
"USGS","02086849",2011-12-29,21.5,"A","USGS","0208675010",1.98,"A"
"USGS","02086849",2011-12-30,19.6,"A","USGS","0208675010",1.67,"A"
