"agency","site_no","Date","HydrologicEvent","CharacteristicName","SampleFraction","Units","value","month","agency_cd","Discharge","D.Approval.Code","Gage.Height","GH.Approval.Code","Location"
"21NC01WQ","J1330000",1982-10-14,NA,"Temperature, water"," ","deg C",19,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1982-11-04,NA,"Temperature, water"," ","deg C",21,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1982-12-08,NA,"Temperature, water"," ","deg C",11,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-01-11,NA,"Temperature, water"," ","deg C",10,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-02-03,NA,"Temperature, water"," ","deg C",9,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-03-14,NA,"Temperature, water"," ","deg C",10,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-04-04,NA,"Temperature, water"," ","deg C",12,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-05-10,NA,"Temperature, water"," ","deg C",18,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-06-02,NA,"Temperature, water"," ","deg C",18,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-07-20,NA,"Temperature, water"," ","deg C",25,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-08-03,NA,"Temperature, water"," ","deg C",25,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-09-20,NA,"Temperature, water"," ","deg C",21,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-10-13,NA,"Temperature, water"," ","deg C",19,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-11-17,NA,"Temperature, water"," ","deg C",9,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1983-12-15,NA,"Temperature, water"," ","deg C",9,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-01-05,NA,"Temperature, water"," ","deg C",1,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-02-23,NA,"Temperature, water"," ","deg C",9,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-03-08,NA,"Temperature, water"," ","deg C",5,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-04-11,NA,"Temperature, water"," ","deg C",8,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-05-25,NA,"Temperature, water"," ","deg C",21,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-06-20,NA,"Temperature, water"," ","deg C",25,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-07-26,NA,"Temperature, water"," ","deg C",24,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-08-20,NA,"Temperature, water"," ","deg C",24,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-09-14,NA,"Temperature, water"," ","deg C",23,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-10-26,NA,"Temperature, water"," ","deg C",24,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-11-13,NA,"Temperature, water"," ","deg C",9,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1984-12-10,NA,"Temperature, water"," ","deg C",6,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-01-22,NA,"Temperature, water"," ","deg C",1,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-02-12,NA,"Temperature, water"," ","deg C",5,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-03-19,NA,"Temperature, water"," ","deg C",9,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-04-11,NA,"Temperature, water"," ","deg C",13,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-05-16,NA,"Temperature, water"," ","deg C",22,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-06-20,NA,"Temperature, water"," ","deg C",23,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-07-17,NA,"Temperature, water"," ","deg C",25,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-08-26,NA,"Temperature, water"," ","deg C",23,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-09-20,NA,"Temperature, water"," ","deg C",21,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-10-22,NA,"Temperature, water"," ","deg C",18,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-11-12,NA,"Temperature, water"," ","deg C",14,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1985-12-12,NA,"Temperature, water"," ","deg C",16,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-01-13,NA,"Temperature, water"," ","deg C",3,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-02-20,NA,"Temperature, water"," ","deg C",10,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-03-17,NA,"Temperature, water"," ","deg C",12,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-04-16,NA,"Temperature, water"," ","deg C",16,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-05-13,NA,"Temperature, water"," ","deg C",19,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-06-16,NA,"Temperature, water"," ","deg C",24,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-07-23,NA,"Temperature, water"," ","deg C",24,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-08-25,NA,"Temperature, water"," ","deg C",23,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-10-24,NA,"Temperature, water"," ","deg C",16,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-11-13,NA,"Temperature, water"," ","deg C",11,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1986-12-10,NA,"Temperature, water"," ","deg C",14,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-01-28,NA,"Temperature, water"," ","deg C",3,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-03-03,NA,"Temperature, water"," ","deg C",8,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-03-16,NA,"Temperature, water"," ","deg C",9,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-04-07,NA,"Temperature, water"," ","deg C",10,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-05-07,NA,"Temperature, water"," ","deg C",17,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-06-24,NA,"Temperature, water"," ","deg C",24,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-09-23,NA,"Temperature, water"," ","deg C",20,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-10-14,NA,"Temperature, water"," ","deg C",14,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-11-18,NA,"Temperature, water"," ","deg C",17,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1987-12-16,NA,"Temperature, water"," ","deg C",9,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-01-26,NA,"Temperature, water"," ","deg C",5,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-02-25,NA,"Temperature, water"," ","deg C",7,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-03-16,NA,"Temperature, water"," ","deg C",9,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-04-25,NA,"Temperature, water"," ","deg C",17,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-05-23,NA,"Temperature, water"," ","deg C",24,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-06-21,NA,"Temperature, water"," ","deg C",26,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-07-13,NA,"Temperature, water"," ","deg C",26,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-08-23,NA,"Temperature, water"," ","deg C",24,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-09-07,NA,"Temperature, water"," ","deg C",21,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-10-18,NA,"Temperature, water"," ","deg C",17,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-11-17,NA,"Temperature, water"," ","deg C",16,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1988-12-21,NA,"Temperature, water"," ","deg C",9,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-01-11,NA,"Temperature, water"," ","deg C",10,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-02-02,NA,"Temperature, water"," ","deg C",16,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-03-27,NA,"Temperature, water"," ","deg C",12,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-04-06,NA,"Temperature, water"," ","deg C",13.3,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-05-05,NA,"Temperature, water"," ","deg C",16.8,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-07-17,NA,"Temperature, water"," ","deg C",22.5,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-08-14,NA,"Temperature, water"," ","deg C",23.5,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-09-19,NA,"Temperature, water"," ","deg C",22.5,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-10-26,NA,"Temperature, water"," ","deg C",15,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-11-15,NA,"Temperature, water"," ","deg C",18,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1989-12-15,NA,"Temperature, water"," ","deg C",5,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-01-24,NA,"Temperature, water"," ","deg C",11,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-02-21,NA,"Temperature, water"," ","deg C",9,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-03-26,NA,"Temperature, water"," ","deg C",13,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-04-20,NA,"Temperature, water"," ","deg C",15,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-06-25,NA,"Temperature, water"," ","deg C",22.5,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-07-26,NA,"Temperature, water"," ","deg C",26,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-08-28,NA,"Temperature, water"," ","deg C",27,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-09-19,NA,"Temperature, water"," ","deg C",20,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-10-22,NA,"Temperature, water"," ","deg C",18,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-11-28,NA,"Temperature, water"," ","deg C",15,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1990-12-13,NA,"Temperature, water"," ","deg C",8,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-04-22,NA,"Temperature, water"," ","deg C",14.5,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-05-16,NA,"Temperature, water"," ","deg C",24,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-06-24,NA,"Temperature, water"," ","deg C",23,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-07-18,NA,"Temperature, water"," ","deg C",25,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-08-06,NA,"Temperature, water"," ","deg C",26,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-09-26,NA,"Temperature, water"," ","deg C",20,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-10-24,NA,"Temperature, water"," ","deg C",19,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-11-25,NA,"Temperature, water"," ","deg C",12.5,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1991-12-30,NA,"Temperature, water"," ","deg C",8,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-01-08,NA,"Temperature, water"," ","deg C",6.5,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-02-18,NA,"Temperature, water"," ","deg C",11,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-03-12,NA,"Temperature, water"," ","deg C",10.5,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-04-19,NA,"Temperature, water"," ","deg C",15.5,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-05-13,NA,"Temperature, water"," ","deg C",19.5,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-06-18,NA,"Temperature, water"," ","deg C",23,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-07-15,NA,"Temperature, water"," ","deg C",28,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-08-11,NA,"Temperature, water"," ","deg C",27,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-09-15,NA,"Temperature, water"," ","deg C",21,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-10-14,NA,"Temperature, water"," ","deg C",18,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-11-18,NA,"Temperature, water"," ","deg C",12,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1992-12-16,NA,"Temperature, water"," ","deg C",9,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-01-13,NA,"Temperature, water"," ","deg C",10,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-02-17,NA,"Temperature, water"," ","deg C",8,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-03-23,NA,"Temperature, water"," ","deg C",15,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-04-28,NA,"Temperature, water"," ","deg C",16,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-05-18,NA,"Temperature, water"," ","deg C",22,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-06-23,NA,"Temperature, water"," ","deg C",25,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-07-26,NA,"Temperature, water"," ","deg C",27,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-08-12,NA,"Temperature, water"," ","deg C",25,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-09-15,NA,"Temperature, water"," ","deg C",25,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-10-19,NA,"Temperature, water"," ","deg C",21,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1993-11-17,NA,"Temperature, water"," ","deg C",19,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-02-22,NA,"Temperature, water"," ","deg C",13,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-03-17,NA,"Temperature, water"," ","deg C",11,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-04-18,NA,"Temperature, water"," ","deg C",19,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-05-19,NA,"Temperature, water"," ","deg C",17,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-06-20,NA,"Temperature, water"," ","deg C",26,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-07-14,NA,"Temperature, water"," ","deg C",27,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-08-23,NA,"Temperature, water"," ","deg C",24,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-09-19,NA,"Temperature, water"," ","deg C",21,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-10-25,NA,"Temperature, water"," ","deg C",17,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-11-09,NA,"Temperature, water"," ","deg C",17,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1994-12-12,NA,"Temperature, water"," ","deg C",11,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-01-24,NA,"Temperature, water"," ","deg C",8,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-02-14,NA,"Temperature, water"," ","deg C",10,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-03-23,NA,"Temperature, water"," ","deg C",22.3,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-04-24,NA,"Temperature, water"," ","deg C",15.2,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-05-22,NA,"Temperature, water"," ","deg C",22,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-06-21,NA,"Temperature, water"," ","deg C",22.1,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-07-25,NA,"Temperature, water"," ","deg C",27.1,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-08-14,NA,"Temperature, water"," ","deg C",27,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-09-11,NA,"Temperature, water"," ","deg C",23,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-11-28,NA,"Temperature, water"," ","deg C",15,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1995-12-14,NA,"Temperature, water"," ","deg C",9,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-01-18,NA,"Temperature, water"," ","deg C",7.1,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-03-19,NA,"Temperature, water"," ","deg C",10,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-04-09,NA,"Temperature, water"," ","deg C",9.9,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-05-28,NA,"Temperature, water"," ","deg C",20,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-06-12,NA,"Temperature, water"," ","deg C",25,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-06-25,NA,"Temperature, water"," ","deg C",25.2,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-07-16,NA,"Temperature, water"," ","deg C",25.1,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-08-19,NA,"Temperature, water"," ","deg C",24.6,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-09-19,NA,"Temperature, water"," ","deg C",21.1,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-10-16,NA,"Temperature, water"," ","deg C",18.9,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-11-07,NA,"Temperature, water"," ","deg C",18.7,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC01WQ","J1330000",1996-12-10,NA,"Temperature, water"," ","deg C",8.2,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-01-23,NA,"Temperature, water",NA,"deg C",11,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-02-18,NA,"Temperature, water",NA,"deg C",11,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-03-13,NA,"Temperature, water",NA,"deg C",15,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-04-16,NA,"Temperature, water",NA,"deg C",16.9,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-05-14,NA,"Temperature, water",NA,"deg C",19.8,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-06-23,NA,"Temperature, water",NA,"deg C",26,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-07-30,NA,"Temperature, water",NA,"deg C",24.9,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-08-05,NA,"Temperature, water",NA,"deg C",26,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-09-24,NA,"Temperature, water",NA,"deg C",22,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-10-23,NA,"Temperature, water",NA,"deg C",16,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-11-12,NA,"Temperature, water",NA,"deg C",16,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1997-12-19,NA,"Temperature, water",NA,"deg C",9,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-01-20,NA,"Temperature, water",NA,"deg C",8.5,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-02-12,NA,"Temperature, water",NA,"deg C",10,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-03-10,NA,"Temperature, water",NA,"deg C",13,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-04-13,NA,"Temperature, water",NA,"deg C",17.5,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-05-12,NA,"Temperature, water",NA,"deg C",18.5,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-06-08,NA,"Temperature, water",NA,"deg C",21.5,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-07-09,NA,"Temperature, water",NA,"deg C",27.7,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-08-17,NA,"Temperature, water",NA,"deg C",27.4,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-09-21,NA,"Temperature, water",NA,"deg C",25.5,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-10-12,NA,"Temperature, water",NA,"deg C",20.3,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-11-04,NA,"Temperature, water",NA,"deg C",14.6,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1998-12-03,NA,"Temperature, water",NA,"deg C",16,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-01-11,NA,"Temperature, water",NA,"deg C",7.6,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-02-11,NA,"Temperature, water",NA,"deg C",14.7,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-03-04,NA,"Temperature, water",NA,"deg C",11.8,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-04-15,NA,"Temperature, water",NA,"deg C",16.4,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-05-10,NA,"Temperature, water",NA,"deg C",21.5,"May",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-06-09,NA,"Temperature, water",NA,"deg C",27.4,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-07-22,NA,"Temperature, water",NA,"deg C",28.4,"Jul",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-08-16,NA,"Temperature, water",NA,"deg C",28,"Aug",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-09-20,NA,"Temperature, water",NA,"deg C",21,"Sep",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-10-19,NA,"Temperature, water",NA,"deg C",17.1,"Oct",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-11-08,NA,"Temperature, water",NA,"deg C",15.1,"Nov",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",1999-12-14,NA,"Temperature, water",NA,"deg C",15,"Dec",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",2000-01-12,NA,"Temperature, water",NA,"deg C",11,"Jan",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",2000-02-21,NA,"Temperature, water",NA,"deg C",10,"Feb",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",2000-03-03,NA,"Temperature, water",NA,"deg C",11,"Mar",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",2000-04-24,NA,"Temperature, water",NA,"deg C",15,"Apr",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",2000-06-02,NA,"Temperature, water",NA,"deg C",19,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",2000-06-28,NA,"Temperature, water",NA,"deg C",26,"Jun",NA,NA,NA,NA,NA,"Downstream"
"21NC02WQ","J1330000",2000-07-12,NA,"Temperature, water",NA,"deg C",26,"Jul",NA,NA,NA,NA,NA,"Downstream"
