"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","0208675010",2013-02-27,10.2,"A"
"USGS","0208675010",2013-02-28,2.96,"A"
"USGS","0208675010",2013-03-01,1.68,"A"
"USGS","0208675010",2013-03-02,1.26,"A"
"USGS","0208675010",2013-03-03,0.99,"A"
"USGS","0208675010",2013-03-04,0.82,"A"
"USGS","0208675010",2013-03-05,2.14,"A"
"USGS","0208675010",2013-03-06,6.02,"A"
"USGS","0208675010",2013-03-07,1.24,"A"
"USGS","0208675010",2013-03-08,0.77,"A"
"USGS","0208675010",2013-03-09,0.6,"A"
"USGS","0208675010",2013-03-10,0.6,"A"
"USGS","0208675010",2013-03-11,0.55,"A"
"USGS","0208675010",2013-03-12,44,"A"
"USGS","0208675010",2013-03-13,3.29,"A"
"USGS","0208675010",2013-03-14,1.45,"A"
"USGS","0208675010",2013-03-15,1.06,"A"
"USGS","0208675010",2013-03-16,0.75,"A"
"USGS","0208675010",2013-03-17,0.67,"A"
"USGS","0208675010",2013-03-18,0.95,"A"
"USGS","0208675010",2013-03-19,3.7,"A"
"USGS","0208675010",2013-03-20,1,"A"
"USGS","0208675010",2013-03-21,0.72,"A"
"USGS","0208675010",2013-03-22,0.61,"A"
"USGS","0208675010",2013-03-23,0.54,"A"
"USGS","0208675010",2013-03-24,30.2,"A"
"USGS","0208675010",2013-03-25,7.66,"A"
"USGS","0208675010",2013-03-26,2.3,"A"
"USGS","0208675010",2013-03-27,1.46,"A"
"USGS","0208675010",2013-03-28,1.08,"A"
"USGS","0208675010",2013-03-29,0.9,"A"
"USGS","0208675010",2013-03-30,0.83,"A"
"USGS","0208675010",2013-03-31,30.6,"A"
"USGS","0208675010",2013-04-01,20.7,"A"
"USGS","0208675010",2013-04-02,2.7,"A"
"USGS","0208675010",2013-04-03,1.7,"A"
"USGS","0208675010",2013-04-04,22.4,"A"
"USGS","0208675010",2013-04-05,48.5,"A"
"USGS","0208675010",2013-04-06,3.93,"A"
"USGS","0208675010",2013-04-07,2.19,"A"
"USGS","0208675010",2013-04-08,2.14,"A"
"USGS","0208675010",2013-04-09,1.95,"A"
"USGS","0208675010",2013-04-10,1.18,"A"
"USGS","0208675010",2013-04-11,1.06,"A"
"USGS","0208675010",2013-04-12,15.6,"A"
"USGS","0208675010",2013-04-13,2.35,"A"
"USGS","0208675010",2013-04-14,1.14,"A"
"USGS","0208675010",2013-04-15,1.28,"A"
"USGS","0208675010",2013-04-16,0.96,"A"
"USGS","0208675010",2013-04-17,0.68,"A"
"USGS","0208675010",2013-04-18,0.6,"A"
"USGS","0208675010",2013-04-19,42.6,"A"
"USGS","0208675010",2013-04-20,36.9,"A"
"USGS","0208675010",2013-04-21,2.16,"A"
"USGS","0208675010",2013-04-22,0.97,"A"
"USGS","0208675010",2013-04-23,1.06,"A"
"USGS","0208675010",2013-04-24,0.91,"A"
"USGS","0208675010",2013-04-25,0.79,"A"
"USGS","0208675010",2013-04-26,0.74,"A"
"USGS","0208675010",2013-04-27,0.56,"A"
"USGS","0208675010",2013-04-28,4.54,"A"
"USGS","0208675010",2013-04-29,105,"A"
"USGS","0208675010",2013-04-30,4.34,"A"
"USGS","0208675010",2013-05-01,2.44,"A"
"USGS","0208675010",2013-05-02,1.37,"A"
"USGS","0208675010",2013-05-03,0.98,"A"
"USGS","0208675010",2013-05-04,0.81,"A"
"USGS","0208675010",2013-05-05,0.7,"A"
"USGS","0208675010",2013-05-06,93.8,"A"
"USGS","0208675010",2013-05-07,8.87,"A"
"USGS","0208675010",2013-05-08,3.19,"A"
"USGS","0208675010",2013-05-09,3.05,"A"
"USGS","0208675010",2013-05-10,1.23,"A"
"USGS","0208675010",2013-05-11,2.26,"A"
"USGS","0208675010",2013-05-12,2.01,"A"
"USGS","0208675010",2013-05-13,0.91,"A"
"USGS","0208675010",2013-05-14,0.69,"A"
"USGS","0208675010",2013-05-15,0.63,"A"
"USGS","0208675010",2013-05-16,0.42,"A"
"USGS","0208675010",2013-05-17,0.47,"A"
"USGS","0208675010",2013-05-18,24.7,"A"
"USGS","0208675010",2013-05-19,85.8,"A"
"USGS","0208675010",2013-05-20,81.5,"A"
"USGS","0208675010",2013-05-21,14.4,"A"
"USGS","0208675010",2013-05-22,3.73,"A"
"USGS","0208675010",2013-05-23,6.6,"A"
"USGS","0208675010",2013-05-24,2.93,"A"
"USGS","0208675010",2013-05-25,1.22,"A"
"USGS","0208675010",2013-05-26,0.85,"A"
"USGS","0208675010",2013-05-27,0.73,"A"
"USGS","0208675010",2013-05-28,0.54,"A"
"USGS","0208675010",2013-05-29,0.51,"A"
"USGS","0208675010",2013-05-30,0.57,"A"
"USGS","0208675010",2013-05-31,0.61,"A"
"USGS","0208675010",2013-06-01,0.54,"A"
"USGS","0208675010",2013-06-02,0.48,"A"
"USGS","0208675010",2013-06-03,50.5,"A"
"USGS","0208675010",2013-06-04,6.19,"A"
"USGS","0208675010",2013-06-05,1.06,"A"
"USGS","0208675010",2013-06-06,35,"A"
"USGS","0208675010",2013-06-07,378,"A"
"USGS","0208675010",2013-06-08,40.6,"A"
"USGS","0208675010",2013-06-09,6.14,"A"
"USGS","0208675010",2013-06-10,46.1,"A"
"USGS","0208675010",2013-06-11,10,"A"
"USGS","0208675010",2013-06-12,2.62,"A"
"USGS","0208675010",2013-06-13,2.41,"A"
"USGS","0208675010",2013-06-14,1.74,"A"
"USGS","0208675010",2013-06-15,0.88,"A"
"USGS","0208675010",2013-06-16,0.64,"A"
"USGS","0208675010",2013-06-17,0.47,"A"
"USGS","0208675010",2013-06-18,37.9,"A"
"USGS","0208675010",2013-06-19,7.65,"A"
"USGS","0208675010",2013-06-20,1.34,"A"
"USGS","0208675010",2013-06-21,0.68,"A"
"USGS","0208675010",2013-06-22,0.5,"A"
"USGS","0208675010",2013-06-23,0.47,"A"
"USGS","0208675010",2013-06-24,7.62,"A"
"USGS","0208675010",2013-06-25,0.94,"A"
"USGS","0208675010",2013-06-26,5,"A"
"USGS","0208675010",2013-06-27,4.76,"A"
"USGS","0208675010",2013-06-28,2.17,"A"
"USGS","0208675010",2013-06-29,37,"A"
"USGS","0208675010",2013-06-30,265,"A"
"USGS","0208675010",2013-07-01,102,"A"
"USGS","0208675010",2013-07-02,16.7,"A"
"USGS","0208675010",2013-07-03,67.3,"A"
"USGS","0208675010",2013-07-04,17.7,"A"
"USGS","0208675010",2013-07-05,3.51,"A"
"USGS","0208675010",2013-07-06,1.85,"A"
"USGS","0208675010",2013-07-07,1.48,"A"
"USGS","0208675010",2013-07-08,10.2,"A"
"USGS","0208675010",2013-07-09,3.55,"A"
"USGS","0208675010",2013-07-10,3.34,"A"
"USGS","0208675010",2013-07-11,39.5,"A"
"USGS","0208675010",2013-07-12,10.2,"A"
"USGS","0208675010",2013-07-13,5.17,"A"
"USGS","0208675010",2013-07-14,3.69,"A"
"USGS","0208675010",2013-07-15,1.54,"A"
"USGS","0208675010",2013-07-16,1.11,"A"
"USGS","0208675010",2013-07-17,1.78,"A"
"USGS","0208675010",2013-07-18,0.84,"A"
"USGS","0208675010",2013-07-19,0.68,"A"
"USGS","0208675010",2013-07-20,0.65,"A"
"USGS","0208675010",2013-07-21,0.8,"A"
"USGS","0208675010",2013-07-22,0.47,"A"
"USGS","0208675010",2013-07-23,0.47,"A"
"USGS","0208675010",2013-07-24,0.43,"A"
"USGS","0208675010",2013-07-25,0.85,"A"
"USGS","0208675010",2013-07-26,0.4,"A"
"USGS","0208675010",2013-07-27,0.38,"A"
"USGS","0208675010",2013-07-28,1.01,"A"
"USGS","0208675010",2013-07-29,0.91,"A"
"USGS","0208675010",2013-07-30,0.5,"A"
"USGS","0208675010",2013-07-31,0.4,"A"
"USGS","0208675010",2013-08-01,9.6,"A"
"USGS","0208675010",2013-08-02,9.74,"A"
"USGS","0208675010",2013-08-03,2.12,"A"
"USGS","0208675010",2013-08-04,0.98,"A"
"USGS","0208675010",2013-08-05,0.51,"A"
"USGS","0208675010",2013-08-06,5.23,"A"
"USGS","0208675010",2013-08-07,1.18,"A"
"USGS","0208675010",2013-08-08,0.52,"A"
"USGS","0208675010",2013-08-09,0.49,"A"
"USGS","0208675010",2013-08-10,5.07,"A"
"USGS","0208675010",2013-08-11,2.82,"A"
"USGS","0208675010",2013-08-12,1.12,"A"
"USGS","0208675010",2013-08-13,43,"A"
"USGS","0208675010",2013-08-14,1.38,"A"
"USGS","0208675010",2013-08-15,0.58,"A"
"USGS","0208675010",2013-08-16,0.4,"A"
"USGS","0208675010",2013-08-17,0.82,"A"
"USGS","0208675010",2013-08-18,5.85,"A"
"USGS","0208675010",2013-08-19,6.58,"A"
"USGS","0208675010",2013-08-20,1.54,"A"
"USGS","0208675010",2013-08-21,4.77,"A"
"USGS","0208675010",2013-08-22,1.01,"A"
"USGS","0208675010",2013-08-23,0.54,"A"
"USGS","0208675010",2013-08-24,0.39,"A"
"USGS","0208675010",2013-08-25,0.33,"A"
"USGS","0208675010",2013-08-26,0.25,"A"
"USGS","0208675010",2013-08-27,0.25,"A"
"USGS","0208675010",2013-08-28,0.19,"A"
"USGS","0208675010",2013-08-29,0.14,"A"
"USGS","0208675010",2013-08-30,0.14,"A"
"USGS","0208675010",2013-08-31,0.12,"A"
"USGS","0208675010",2013-09-01,8.15,"A"
"USGS","0208675010",2013-09-02,5.44,"A"
"USGS","0208675010",2013-09-03,0.7,"A"
"USGS","0208675010",2013-09-04,0.34,"A"
"USGS","0208675010",2013-09-05,0.21,"A"
"USGS","0208675010",2013-09-06,0.17,"A"
"USGS","0208675010",2013-09-07,0.13,"A"
"USGS","0208675010",2013-09-08,0.11,"A"
"USGS","0208675010",2013-09-09,0.12,"A"
"USGS","0208675010",2013-09-10,0.12,"A"
"USGS","0208675010",2013-09-11,0.12,"A"
"USGS","0208675010",2013-09-12,0.15,"A"
"USGS","0208675010",2013-09-13,0.13,"A"
"USGS","0208675010",2013-09-14,0.08,"A"
"USGS","0208675010",2013-09-15,0.09,"A"
"USGS","0208675010",2013-09-16,0.17,"A"
"USGS","0208675010",2013-09-17,0.35,"A"
"USGS","0208675010",2013-09-18,0.11,"A"
"USGS","0208675010",2013-09-19,0.09,"A"
"USGS","0208675010",2013-09-20,0.34,"A"
"USGS","0208675010",2013-09-21,4.66,"A"
"USGS","0208675010",2013-09-22,10.5,"A"
"USGS","0208675010",2013-09-23,0.79,"A"
"USGS","0208675010",2013-09-24,0.28,"A"
"USGS","0208675010",2013-09-25,0.21,"A"
"USGS","0208675010",2013-09-26,0.18,"A"
"USGS","0208675010",2013-09-27,0.16,"A"
"USGS","0208675010",2013-09-28,0.12,"A"
"USGS","0208675010",2013-09-29,0.12,"A"
"USGS","0208675010",2013-09-30,0.12,"A"
"USGS","0208675010",2013-10-01,0.12,"A"
"USGS","0208675010",2013-10-02,0.16,"A"
"USGS","0208675010",2013-10-03,0.22,"A"
"USGS","0208675010",2013-10-04,0.08,"A"
"USGS","0208675010",2013-10-05,0.11,"A"
"USGS","0208675010",2013-10-06,0.11,"A"
"USGS","0208675010",2013-10-07,65.8,"A"
"USGS","0208675010",2013-10-08,7.95,"A"
"USGS","0208675010",2013-10-09,1.36,"A"
"USGS","0208675010",2013-10-10,3.24,"A"
"USGS","0208675010",2013-10-11,1.71,"A"
"USGS","0208675010",2013-10-12,0.38,"A"
"USGS","0208675010",2013-10-13,0.28,"A"
"USGS","0208675010",2013-10-14,1.2,"A"
"USGS","0208675010",2013-10-15,0.36,"A"
"USGS","0208675010",2013-10-16,0.22,"A"
"USGS","0208675010",2013-10-17,0.17,"A"
"USGS","0208675010",2013-10-18,0.15,"A"
"USGS","0208675010",2013-10-19,0.14,"A"
"USGS","0208675010",2013-10-20,0.13,"A"
"USGS","0208675010",2013-10-21,0.08,"A"
"USGS","0208675010",2013-10-22,0.08,"A"
"USGS","0208675010",2013-10-23,0.13,"A"
"USGS","0208675010",2013-10-24,0.12,"A"
"USGS","0208675010",2013-10-25,0.12,"A"
"USGS","0208675010",2013-10-26,0.1,"A"
"USGS","0208675010",2013-10-27,0.12,"A"
"USGS","0208675010",2013-10-28,0.12,"A"
"USGS","0208675010",2013-10-29,0.1,"A"
"USGS","0208675010",2013-10-30,0.08,"A"
"USGS","0208675010",2013-10-31,0.08,"A"
"USGS","0208675010",2013-11-01,6.45,"A"
"USGS","0208675010",2013-11-02,2.5,"A"
"USGS","0208675010",2013-11-03,0.26,"A"
"USGS","0208675010",2013-11-04,0.16,"A"
"USGS","0208675010",2013-11-05,0.13,"A"
"USGS","0208675010",2013-11-06,0.12,"A"
"USGS","0208675010",2013-11-07,0.18,"A"
"USGS","0208675010",2013-11-08,0.3,"A"
"USGS","0208675010",2013-11-09,0.32,"A"
"USGS","0208675010",2013-11-10,0.25,"A"
"USGS","0208675010",2013-11-11,0.44,"A"
"USGS","0208675010",2013-11-12,0.42,"A"
"USGS","0208675010",2013-11-13,0.49,"A"
"USGS","0208675010",2013-11-14,0.48,"A"
"USGS","0208675010",2013-11-15,0.93,"A"
"USGS","0208675010",2013-11-16,0.32,"A"
"USGS","0208675010",2013-11-17,0.08,"A"
"USGS","0208675010",2013-11-18,0.46,"A"
"USGS","0208675010",2013-11-19,0.26,"A"
"USGS","0208675010",2013-11-20,0.08,"A"
"USGS","0208675010",2013-11-21,0.08,"A"
"USGS","0208675010",2013-11-22,0.09,"A"
"USGS","0208675010",2013-11-23,0.14,"A"
"USGS","0208675010",2013-11-24,0.11,"A"
"USGS","0208675010",2013-11-25,0.13,"A"
"USGS","0208675010",2013-11-26,20.3,"A"
"USGS","0208675010",2013-11-27,28.2,"A"
"USGS","0208675010",2013-11-28,3.21,"A"
"USGS","0208675010",2013-11-29,0.98,"A"
"USGS","0208675010",2013-11-30,0.34,"A"
"USGS","0208675010",2013-12-01,0.22,"A"
"USGS","0208675010",2013-12-02,0.29,"A"
"USGS","0208675010",2013-12-03,0.18,"A"
"USGS","0208675010",2013-12-04,0.16,"A"
"USGS","0208675010",2013-12-05,0.16,"A"
"USGS","0208675010",2013-12-06,0.28,"A"
"USGS","0208675010",2013-12-07,3.8,"A"
"USGS","0208675010",2013-12-08,3.34,"A"
"USGS","0208675010",2013-12-09,6.15,"A"
"USGS","0208675010",2013-12-10,22.5,"A"
"USGS","0208675010",2013-12-11,3.53,"A"
"USGS","0208675010",2013-12-12,1.43,"A"
"USGS","0208675010",2013-12-13,0.68,"A"
"USGS","0208675010",2013-12-14,46.1,"A"
"USGS","0208675010",2013-12-15,9,"A"
"USGS","0208675010",2013-12-16,2.09,"A"
"USGS","0208675010",2013-12-17,1.35,"A"
"USGS","0208675010",2013-12-18,0.87,"A"
"USGS","0208675010",2013-12-19,0.67,"A"
"USGS","0208675010",2013-12-20,0.54,"A"
"USGS","0208675010",2013-12-21,0.36,"A"
"USGS","0208675010",2013-12-22,2.74,"A"
"USGS","0208675010",2013-12-23,84.8,"A"
"USGS","0208675010",2013-12-24,6.41,"A"
"USGS","0208675010",2013-12-25,1.83,"A"
"USGS","0208675010",2013-12-26,0.96,"A"
"USGS","0208675010",2013-12-27,0.57,"A"
"USGS","0208675010",2013-12-28,0.4,"A"
"USGS","0208675010",2013-12-29,144,"A"
"USGS","0208675010",2013-12-30,8.04,"A"
"USGS","0208675010",2013-12-31,3.23,"A"
"USGS","0208675010",2014-01-01,1.96,"A"
"USGS","0208675010",2014-01-02,6.72,"A"
"USGS","0208675010",2014-01-03,6.71,"A"
"USGS","0208675010",2014-01-04,1.83,"A"
"USGS","0208675010",2014-01-05,1.41,"A"
"USGS","0208675010",2014-01-06,7.27,"A"
"USGS","0208675010",2014-01-07,2.42,"A"
"USGS","0208675010",2014-01-08,1.42,"A"
"USGS","0208675010",2014-01-09,1.2,"A"
"USGS","0208675010",2014-01-10,8.21,"A"
"USGS","0208675010",2014-01-11,126,"A"
"USGS","0208675010",2014-01-12,13.7,"A"
"USGS","0208675010",2014-01-13,4.44,"A"
"USGS","0208675010",2014-01-14,16,"A"
"USGS","0208675010",2014-01-15,5.78,"A"
"USGS","0208675010",2014-01-16,5.64,"A"
"USGS","0208675010",2014-01-17,2.84,"A"
"USGS","0208675010",2014-01-18,1.98,"A"
"USGS","0208675010",2014-01-19,1.44,"A"
"USGS","0208675010",2014-01-20,1.48,"A"
"USGS","0208675010",2014-01-21,1.09,"A"
"USGS","0208675010",2014-01-22,1.06,"A"
"USGS","0208675010",2014-01-23,0.62,"A"
"USGS","0208675010",2014-01-24,0.44,"A"
"USGS","0208675010",2014-01-25,0.44,"A"
"USGS","0208675010",2014-01-26,0.43,"A"
"USGS","0208675010",2014-01-27,0.48,"A"
"USGS","0208675010",2014-01-28,0.24,"A"
"USGS","0208675010",2014-01-29,0.69,"A"
"USGS","0208675010",2014-01-30,0.56,"A"
"USGS","0208675010",2014-01-31,0.44,"A"
"USGS","0208675010",2014-02-01,0.46,"A"
"USGS","0208675010",2014-02-02,0.43,"A"
"USGS","0208675010",2014-02-03,2.46,"A"
"USGS","0208675010",2014-02-04,8.84,"A"
"USGS","0208675010",2014-02-05,8.01,"A"
"USGS","0208675010",2014-02-06,1.87,"A"
"USGS","0208675010",2014-02-07,1.02,"A"
"USGS","0208675010",2014-02-08,0.82,"A"
"USGS","0208675010",2014-02-09,0.69,"A"
"USGS","0208675010",2014-02-10,0.72,"A"
"USGS","0208675010",2014-02-11,0.75,"A"
"USGS","0208675010",2014-02-12,0.85,"A"
"USGS","0208675010",2014-02-13,10.6,"A"
"USGS","0208675010",2014-02-14,54.3,"A"
"USGS","0208675010",2014-02-15,65.7,"A"
"USGS","0208675010",2014-02-16,12.1,"A"
"USGS","0208675010",2014-02-17,6.44,"A"
"USGS","0208675010",2014-02-18,4.23,"A"
"USGS","0208675010",2014-02-19,20.1,"A"
"USGS","0208675010",2014-02-20,5.74,"A"
"USGS","0208675010",2014-02-21,59,"A"
"USGS","0208675010",2014-02-22,10.1,"A"
"USGS","0208675010",2014-02-23,4.89,"A"
"USGS","0208675010",2014-02-24,3.16,"A"
"USGS","0208675010",2014-02-25,2.24,"A"
"USGS","0208675010",2014-02-26,1.9,"A"
"USGS","0208675010",2014-02-27,1.74,"A"
"USGS","0208675010",2014-02-28,1.42,"A"
"USGS","0208675010",2014-03-01,1.37,"A"
"USGS","0208675010",2014-03-02,1.22,"A"
"USGS","0208675010",2014-03-03,10.9,"A"
"USGS","0208675010",2014-03-04,4.88,"A"
"USGS","0208675010",2014-03-05,2.95,"A"
"USGS","0208675010",2014-03-06,8.38,"A"
"USGS","0208675010",2014-03-07,310,"A"
"USGS","0208675010",2014-03-08,29.7,"A"
"USGS","0208675010",2014-03-09,8.49,"A"
"USGS","0208675010",2014-03-10,5.19,"A"
"USGS","0208675010",2014-03-11,3.38,"A"
"USGS","0208675010",2014-03-12,7.27,"A"
"USGS","0208675010",2014-03-13,6.63,"A"
"USGS","0208675010",2014-03-14,2.65,"A"
"USGS","0208675010",2014-03-15,2.66,"A"
"USGS","0208675010",2014-03-16,4.75,"A"
"USGS","0208675010",2014-03-17,34.7,"A"
"USGS","0208675010",2014-03-18,39.5,"A"
"USGS","0208675010",2014-03-19,11.2,"A"
"USGS","0208675010",2014-03-20,6.21,"A"
"USGS","0208675010",2014-03-21,3.6,"A"
"USGS","0208675010",2014-03-22,2.78,"A"
"USGS","0208675010",2014-03-23,4.6,"A"
"USGS","0208675010",2014-03-24,3.18,"A"
"USGS","0208675010",2014-03-25,2.29,"A"
"USGS","0208675010",2014-03-26,2.16,"A"
"USGS","0208675010",2014-03-27,1.68,"A"
"USGS","0208675010",2014-03-28,1.91,"A"
"USGS","0208675010",2014-03-29,12.3,"A"
"USGS","0208675010",2014-03-30,6.45,"A"
"USGS","0208675010",2014-03-31,2.62,"A"
"USGS","0208675010",2014-04-01,1.98,"A"
"USGS","0208675010",2014-04-02,1.81,"A"
"USGS","0208675010",2014-04-03,1.54,"A"
"USGS","0208675010",2014-04-04,1.55,"A"
"USGS","0208675010",2014-04-05,1.5,"A"
"USGS","0208675010",2014-04-06,1.27,"A"
"USGS","0208675010",2014-04-07,136,"A"
"USGS","0208675010",2014-04-08,15.7,"A"
"USGS","0208675010",2014-04-09,6,"A"
"USGS","0208675010",2014-04-10,4.38,"A"
"USGS","0208675010",2014-04-11,2.94,"A"
"USGS","0208675010",2014-04-12,2.15,"A"
"USGS","0208675010",2014-04-13,1.16,"A"
"USGS","0208675010",2014-04-14,1.03,"A"
"USGS","0208675010",2014-04-15,30.4,"A"
"USGS","0208675010",2014-04-16,8.85,"A"
"USGS","0208675010",2014-04-17,3.37,"A"
"USGS","0208675010",2014-04-18,2.58,"A"
"USGS","0208675010",2014-04-19,44.3,"A"
"USGS","0208675010",2014-04-20,7.37,"A"
"USGS","0208675010",2014-04-21,3.94,"A"
"USGS","0208675010",2014-04-22,2.71,"A"
"USGS","0208675010",2014-04-23,1.86,"A"
"USGS","0208675010",2014-04-24,0.8,"A"
"USGS","0208675010",2014-04-25,54.8,"A"
"USGS","0208675010",2014-04-26,10.8,"A"
"USGS","0208675010",2014-04-27,2.78,"A"
"USGS","0208675010",2014-04-28,1.73,"A"
"USGS","0208675010",2014-04-29,1.44,"A"
"USGS","0208675010",2014-04-30,11.2,"A"
"USGS","0208675010",2014-05-01,2.89,"A"
"USGS","0208675010",2014-05-02,1.63,"A"
"USGS","0208675010",2014-05-03,1.13,"A"
"USGS","0208675010",2014-05-04,0.83,"A"
"USGS","0208675010",2014-05-05,0.69,"A"
"USGS","0208675010",2014-05-06,0.94,"A"
"USGS","0208675010",2014-05-07,0.68,"A"
"USGS","0208675010",2014-05-08,0.67,"A"
"USGS","0208675010",2014-05-09,0.82,"A"
"USGS","0208675010",2014-05-10,0.53,"A"
"USGS","0208675010",2014-05-11,0.51,"A"
"USGS","0208675010",2014-05-12,0.45,"A"
"USGS","0208675010",2014-05-13,0.43,"A"
"USGS","0208675010",2014-05-14,0.43,"A"
"USGS","0208675010",2014-05-15,212,"A"
"USGS","0208675010",2014-05-16,143,"A"
"USGS","0208675010",2014-05-17,6.39,"A"
"USGS","0208675010",2014-05-18,2.92,"A"
"USGS","0208675010",2014-05-19,1.63,"A"
"USGS","0208675010",2014-05-20,1.12,"A"
"USGS","0208675010",2014-05-21,0.85,"A"
"USGS","0208675010",2014-05-22,0.6,"A"
"USGS","0208675010",2014-05-23,0.51,"A"
"USGS","0208675010",2014-05-24,0.43,"A"
"USGS","0208675010",2014-05-25,0.4,"A"
"USGS","0208675010",2014-05-26,0.35,"A"
"USGS","0208675010",2014-05-27,2.75,"A"
"USGS","0208675010",2014-05-28,0.75,"A"
"USGS","0208675010",2014-05-29,0.36,"A"
"USGS","0208675010",2014-05-30,0.36,"A"
"USGS","0208675010",2014-05-31,0.35,"A"
"USGS","0208675010",2014-06-01,0.32,"A"
"USGS","0208675010",2014-06-02,0.36,"A"
"USGS","0208675010",2014-06-03,2.03,"A"
"USGS","0208675010",2014-06-04,5.13,"A"
"USGS","0208675010",2014-06-05,0.63,"A"
"USGS","0208675010",2014-06-06,0.31,"A"
"USGS","0208675010",2014-06-07,0.28,"A"
"USGS","0208675010",2014-06-08,0.25,"A"
"USGS","0208675010",2014-06-09,0.84,"A"
"USGS","0208675010",2014-06-10,1.77,"A"
"USGS","0208675010",2014-06-11,23.1,"A"
"USGS","0208675010",2014-06-12,2.63,"A"
"USGS","0208675010",2014-06-13,1.03,"A"
"USGS","0208675010",2014-06-14,0.62,"A"
"USGS","0208675010",2014-06-15,0.41,"A"
"USGS","0208675010",2014-06-16,0.28,"A"
"USGS","0208675010",2014-06-17,0.22,"A"
"USGS","0208675010",2014-06-18,0.18,"A"
"USGS","0208675010",2014-06-19,18.3,"A"
"USGS","0208675010",2014-06-20,1.58,"A"
"USGS","0208675010",2014-06-21,1.93,"A"
"USGS","0208675010",2014-06-22,0.33,"A"
"USGS","0208675010",2014-06-23,0.25,"A"
"USGS","0208675010",2014-06-24,0.24,"A"
"USGS","0208675010",2014-06-25,0.21,"A"
"USGS","0208675010",2014-06-26,0.18,"A"
"USGS","0208675010",2014-06-27,34.2,"A"
"USGS","0208675010",2014-06-28,0.83,"A"
"USGS","0208675010",2014-06-29,0.36,"A"
"USGS","0208675010",2014-06-30,0.24,"A"
"USGS","0208675010",2014-07-01,0.19,"A"
"USGS","0208675010",2014-07-02,0.19,"A"
"USGS","0208675010",2014-07-03,0.13,"A"
"USGS","0208675010",2014-07-04,0.4,"A"
"USGS","0208675010",2014-07-05,0.11,"A"
"USGS","0208675010",2014-07-06,0.09,"A"
"USGS","0208675010",2014-07-07,0.08,"A"
"USGS","0208675010",2014-07-08,0.06,"A"
"USGS","0208675010",2014-07-09,0.04,"A"
"USGS","0208675010",2014-07-10,1.51,"A"
"USGS","0208675010",2014-07-11,0.73,"A"
"USGS","0208675010",2014-07-12,0.14,"A"
"USGS","0208675010",2014-07-13,0.06,"A"
"USGS","0208675010",2014-07-14,0.04,"A"
"USGS","0208675010",2014-07-15,71.6,"A"
"USGS","0208675010",2014-07-16,8.5,"A"
"USGS","0208675010",2014-07-17,1.18,"A"
"USGS","0208675010",2014-07-18,0.68,"A"
"USGS","0208675010",2014-07-19,0.54,"A"
"USGS","0208675010",2014-07-20,0.8,"A"
"USGS","0208675010",2014-07-21,31.4,"A"
"USGS","0208675010",2014-07-22,3.52,"A"
"USGS","0208675010",2014-07-23,1.15,"A"
"USGS","0208675010",2014-07-24,11.3,"A"
"USGS","0208675010",2014-07-25,5.51,"A"
"USGS","0208675010",2014-07-26,1.09,"A"
"USGS","0208675010",2014-07-27,16.7,"A"
"USGS","0208675010",2014-07-28,2.4,"A"
"USGS","0208675010",2014-07-29,0.71,"A"
"USGS","0208675010",2014-07-30,0.47,"A"
"USGS","0208675010",2014-07-31,0.47,"A"
"USGS","0208675010",2014-08-01,85.8,"A"
"USGS","0208675010",2014-08-02,13.2,"A"
"USGS","0208675010",2014-08-03,2.75,"A"
"USGS","0208675010",2014-08-04,1.18,"A"
"USGS","0208675010",2014-08-05,0.77,"A"
"USGS","0208675010",2014-08-06,0.56,"A"
"USGS","0208675010",2014-08-07,0.43,"A"
"USGS","0208675010",2014-08-08,0.43,"A"
"USGS","0208675010",2014-08-09,13,"A"
"USGS","0208675010",2014-08-10,16.4,"A"
"USGS","0208675010",2014-08-11,3,"A"
"USGS","0208675010",2014-08-12,130,"A"
"USGS","0208675010",2014-08-13,32.7,"A"
"USGS","0208675010",2014-08-14,3.27,"A"
"USGS","0208675010",2014-08-15,1.33,"A"
"USGS","0208675010",2014-08-16,0.89,"A"
"USGS","0208675010",2014-08-17,0.74,"A"
"USGS","0208675010",2014-08-18,11.7,"A"
"USGS","0208675010",2014-08-19,3.8,"A"
"USGS","0208675010",2014-08-20,7.72,"A"
"USGS","0208675010",2014-08-21,1.36,"A"
"USGS","0208675010",2014-08-22,0.66,"A"
"USGS","0208675010",2014-08-23,6.62,"A"
"USGS","0208675010",2014-08-24,1.91,"A"
"USGS","0208675010",2014-08-25,0.76,"A"
"USGS","0208675010",2014-08-26,0.6,"A"
"USGS","0208675010",2014-08-27,0.54,"A"
"USGS","0208675010",2014-08-28,0.45,"A"
"USGS","0208675010",2014-08-29,0.43,"A"
"USGS","0208675010",2014-08-30,0.44,"A"
"USGS","0208675010",2014-08-31,0.46,"A"
"USGS","0208675010",2014-09-01,0.46,"A"
"USGS","0208675010",2014-09-02,0.42,"A"
"USGS","0208675010",2014-09-03,3.9,"A"
"USGS","0208675010",2014-09-04,4.2,"A"
"USGS","0208675010",2014-09-05,2.16,"A"
"USGS","0208675010",2014-09-06,0.71,"A"
"USGS","0208675010",2014-09-07,0.51,"A"
"USGS","0208675010",2014-09-08,6.93,"A"
"USGS","0208675010",2014-09-09,6.28,"A"
